1,36998,1582483410,0
1,20084,1582483410,0
1,31912,1582483410,1
1,33338,1582483410,1
1,27787,1582392860,1
2,22468,1575129178,0
2,31530,1574150812,0
2,32609,1575129178,0
2,24784,1575129178,0
2,19911,1575129178,0
6,18302,1582202233,0
6,7608,1582202233,0
6,17820,1582202234,0
6,12725,1582202233,0
6,21512,1582202233,0
9,34534,1582148042,0
9,35315,1582174558,0
9,8486,1582174558,0
11,5139,1582140164,0
11,17102,1582140164,-1
15,23727,1582032071,0
15,5209,1582032071,0
15,32851,1582032071,0
15,7795,1582033325,-1
15,20240,1582032071,0
16,15398,1582021318,0
16,15579,1582021318,0
16,5682,1582021318,1
16,11078,1582021318,1
16,20861,1582021318,0
17,11806,1581966181,-1
18,22738,1581951289,-1
18,11409,1581952465,-1
18,8567,1581952465,0
20,31602,1581941082,0
20,7357,1581941082,0
20,33749,1581941082,0
20,12263,1581941082,0
20,5924,1581941082,0
21,37033,1581940908,1
21,27533,1581940908,0
21,33,1581940908,-1
21,27917,1581940908,0
22,13569,1581775408,1
22,9367,1581775408,1
22,22913,1581775408,1
22,13051,1581691042,1
22,16219,1581839376,1
27,292,1581692767,0
27,15896,1581692767,0
27,6687,1581692767,-1
27,14158,1581692767,-1
27,23904,1581692767,0
31,8756,1581671838,0
31,14082,1581671838,0
31,15397,1581671838,1
33,22676,1581615466,0
35,30410,1581602563,0
35,33655,1581602563,0
35,25831,1581602563,0
35,33320,1581602563,0
35,2054,1581602563,0
38,33681,1581598156,0
38,19416,1581598156,1
38,33712,1581598156,0
38,16866,1581598156,0
38,35402,1581598156,0
39,15804,1581597014,0
39,22717,1581597014,0
39,34295,1581597014,0
39,6566,1581597014,0
39,24140,1581597014,0
43,37490,1581514044,1
48,32371,1581423710,0
48,19018,1581423710,1
48,24146,1581423710,1
48,4789,1581423710,0
48,5213,1581423710,1
51,24137,1581412288,1
52,27607,1581290552,0
52,26497,1581290552,1
52,18594,1581290552,1
52,13368,1581405660,1
52,6372,1581290552,1
53,31710,1581395247,0
53,1738,1581395247,-1
53,33041,1581395247,0
53,25005,1581395247,0
53,6953,1581395247,1
56,329,1581308505,0
56,22114,1581308505,1
56,21913,1581308505,1
56,2129,1581308505,1
57,27979,1581308385,0
57,9949,1581308385,0
57,31858,1581308385,0
57,13539,1581308385,0
57,27587,1581308385,0
60,10881,1581090001,0
60,16711,1581090001,0
60,22474,1581090001,0
60,33871,1581090001,0
60,1669,1581090001,1
61,17056,1581081887,0
61,32006,1581081887,-1
61,14554,1581081887,0
61,34082,1581081887,0
61,28339,1581081887,0
62,23871,1581076684,0
62,485,1581076684,0
62,36780,1581076684,0
62,10936,1581076684,0
62,8910,1581076684,0
63,26785,1581070962,0
63,588,1581070962,1
68,36803,1581002599,0
68,1967,1581006371,0
68,10453,1581002599,0
68,37567,1581006371,0
68,14819,1581006371,0
70,8894,1580997515,1
70,22532,1581000197,0
70,5467,1581000424,0
71,5975,1580987716,-1
71,5525,1580987716,-1
71,9134,1580997183,1
71,23094,1580987716,-1
71,4780,1580987716,-1
74,16354,1580976171,0
76,30238,1580911552,0
76,6583,1580911552,-1
76,8850,1580911552,0
76,32520,1580911552,0
76,31940,1580911552,1
80,32016,1580850649,0
80,25713,1580850649,1
80,37305,1580850649,0
81,17476,1580822605,1
81,32190,1580812556,0
81,37398,1580839159,1
81,529,1580822122,1
81,8367,1580839159,0
83,32607,1580831197,0
83,33738,1580831197,-1
83,11120,1580831197,-1
83,15734,1580831197,1
83,27716,1580831197,0
84,26201,1580811385,0
84,28530,1580811385,1
85,27868,1579428885,1
85,28209,1580152170,-1
85,6469,1578082766,-1
85,9656,1580152170,1
85,28277,1578990033,-1
89,13038,1580729186,-1
89,8386,1580729186,0
89,20064,1580735820,-1
89,28131,1580735820,-1
89,6718,1580729186,0
91,35289,1580485603,0
91,19374,1580485603,0
91,37395,1580485603,0
91,25222,1580485603,0
91,6570,1580485603,0
94,19804,1580451150,0
94,9379,1580470359,0
94,6456,1580451150,1
94,5808,1580451637,0
94,14349,1580451150,0
95,28271,1580454019,0
98,33775,1580139808,1
98,31711,1580227618,0
98,582,1580139808,-1
98,31647,1580139808,0
98,27575,1580249309,1
100,16301,1580313510,1
100,8150,1580313510,1
100,20417,1580317859,0
101,27706,1580315198,0
101,18010,1580315198,0
101,7309,1580315198,0
101,28258,1580315199,0
101,34260,1580315198,0
102,28341,1580305707,-1
102,15555,1580305707,-1
102,27375,1580306840,0
102,17503,1580306840,0
102,35027,1580306840,0
104,18923,1580151639,1
104,12784,1580151639,0
104,19349,1580151639,0
104,4822,1580080190,0
104,2172,1580151639,1
110,4771,1579941076,1
110,703,1579942843,0
110,10443,1579941076,0
110,4610,1579942843,0
110,12818,1579941076,-1
111,20300,1579899507,0
111,17039,1579899507,0
114,11817,1579861823,-1
114,1983,1579861823,1
118,11331,1579769843,-1
118,18948,1579769605,1
118,33466,1579769605,0
118,7189,1579769605,1
118,94,1579769605,0
122,7186,1579610264,1
122,7620,1579610264,0
122,28817,1579610264,1
122,1665,1579610264,0
122,31444,1579609888,0
123,14,1579586732,0
123,24781,1579529702,0
123,16039,1579532617,0
123,27532,1579529702,0
123,26726,1579529702,-1
125,36340,1579516182,0
125,33972,1579516183,0
125,36820,1579516182,1
125,15707,1579516182,1
125,28376,1579516182,0
131,8253,1579175882,0
131,28826,1579175420,0
131,7221,1579175420,1
131,32610,1579175420,0
131,18419,1579175420,0
133,33025,1579096301,0
133,24862,1579096301,0
133,26569,1579096301,0
133,6480,1579096301,0
133,21477,1579096301,0
136,86,1579088341,0
136,12946,1579088341,0
136,1991,1579088340,1
136,34148,1579088340,0
136,22989,1579088340,0
137,23409,1579087394,1
142,25086,1578755261,0
142,17665,1578755261,0
144,13070,1578737851,1
145,22953,1578411541,0
145,6580,1578411541,0
145,32660,1578243836,-1
145,6908,1578152914,0
145,206,1578246171,0
146,12002,1578650018,0
146,16120,1578650018,0
146,26270,1578650018,0
146,6648,1578658879,0
147,32906,1578629840,-1
149,5954,1578587531,0
154,6610,1578564784,1
154,19888,1578564784,0
154,7687,1578564784,1
154,5256,1578564784,1
154,36485,1578499428,0
156,2334,1578515014,1
156,12475,1578515014,0
163,15928,1578408181,0
163,21083,1578408181,0
163,30351,1578408181,0
163,32070,1578408181,0
163,22152,1578408181,0
167,7438,1578391486,-1
167,9306,1578391486,1
174,16687,1578027412,1
177,32361,1577954879,1
177,5064,1577954879,1
180,24294,1577875589,0
182,13414,1577453860,1
182,22301,1577696900,-1
182,30144,1577696900,0
183,13947,1577696173,1
183,26556,1577696173,1
185,5398,1577640359,0
185,14589,1577640359,0
185,9603,1577640359,0
185,20838,1577640359,1
185,12298,1577640359,0
191,23561,1577123205,-1
191,10115,1577123205,0
191,21846,1577123205,0
191,28137,1577123205,0
191,32057,1577123205,0
192,32180,1577094502,1
192,26238,1576913257,0
192,2393,1577094752,0
192,6811,1576913257,1
192,5813,1577094752,1
194,21805,1577087143,0
194,18622,1577087143,0
195,31254,1576927064,0
195,9305,1576927064,0
195,1625,1576927064,0
195,16300,1576926382,0
195,34372,1576926382,0
198,20019,1576833128,0
199,16652,1576831311,0
199,36208,1576506509,0
199,28847,1576831311,-1
199,16654,1576831312,0
199,1561,1576831313,0
201,7631,1576674962,-1
201,21430,1576670741,0
201,7824,1576670741,0
201,6142,1576670741,0
201,12364,1576670741,-1
205,20131,1576672063,1
205,8742,1576672063,0
205,31502,1576672063,1
205,2303,1576672063,0
205,4784,1576672063,0
206,13309,1576666942,1
209,10173,1576576474,0
209,15849,1576576474,1
209,9092,1576576474,0
209,20152,1576576474,0
209,33648,1576576474,1
213,9983,1576533349,0
213,15781,1576533349,-1
213,6670,1576533349,0
213,19974,1576533349,-1
217,6387,1576240628,1
219,17175,1576146397,0
220,22272,1576050024,0
226,16911,1575905753,0
228,16813,1575902281,0
228,19942,1575902281,0
228,36438,1575901975,-1
228,27790,1575902281,0
228,6129,1575901975,0
229,10371,1575895249,1
229,22244,1575895249,0
229,10241,1575895249,0
230,23197,1575893694,0
230,32967,1575893694,1
236,37684,1575375914,0
236,18085,1575364737,0
236,31225,1575364737,0
236,32608,1575611269,0
236,31140,1575375914,0
238,194,1575542711,0
241,10791,1575460076,1
242,5850,1575450695,0
242,26751,1575450027,0
242,27572,1575450027,0
242,9686,1575450027,0
242,4748,1575450027,1
243,16049,1575444217,1
243,31855,1575444217,0
243,3916,1575444217,0
243,6735,1575444217,1
244,14543,1575442748,0
244,24055,1575442748,0
244,6628,1575442748,1
248,17619,1575384505,0
248,27912,1575384505,0
248,28540,1575384505,1
249,29453,1575378650,0
249,8182,1575378650,1
249,7928,1575378650,1
255,9689,1575121216,0
255,19772,1575121216,0
255,16093,1575121216,0
255,24068,1575121216,0
255,2250,1575121216,0
256,17829,1575037356,0
257,24303,1575020260,1
257,36738,1575020260,0
257,556,1575031150,1
257,14566,1575031150,0
258,25754,1575022538,0
258,6897,1575022538,0
258,2931,1575022538,0
258,9381,1575022538,0
258,14809,1575022538,1
259,16944,1574958358,1
259,26761,1574980704,0
259,13603,1574958973,0
259,7797,1575017534,1
259,22471,1574958358,0
262,30920,1574675625,0
262,14090,1574675625,0
263,19636,1540473486,1
263,31956,1541670803,0
263,20751,1542010001,0
263,21758,1180952139,0
263,33551,1541670803,1
266,27055,1574411813,0
266,33500,1574411813,0
266,12940,1574411813,0
266,10010,1574409790,1
266,18822,1574411813,1
267,28605,1574406850,0
267,6924,1574406850,0
269,17300,1574359948,0
269,10080,1574359948,0
269,8666,1574359948,-1
269,32465,1574359948,0
271,1757,1574351866,0
271,2333,1574354553,0
271,9041,1574354553,0
271,8702,1574354553,0
271,18014,1574351866,0
272,24608,1574346048,-1
272,1829,1574346048,0
272,35381,1574346048,1
272,9476,1574346048,0
272,21339,1574346048,1
282,10649,1574173350,0
282,7840,1574177243,0
282,25693,1574177243,0
282,18710,1574177243,0
282,22637,1574173350,0
283,9310,1574164828,0
283,34709,1574164828,0
283,14122,1574164828,0
283,18207,1574164828,0
283,9315,1574164828,0
284,4319,1573621465,1
284,29006,1573557806,0
284,13749,1573620800,1
284,5620,1574156670,1
284,4906,1573558144,0
