class_id,predictions_0.01,predictions_0.5,predictions_0.55,predictions_0.6,predictions_0.65,predictions_0.7,predictions_0.75,predictions_0.8,predictions_0.85,predictions_0.9,predictions_0.95
84644,0,0,0,0,0,0,0,0,0,0,0
84645,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
84646,0,0,0,0,0,0,0,0,0,0,0
84647,0,0,0,0,0,0,0,0,0,0,NULL
84648,0,0,0,0,0,0,0,0,0,NULL,NULL
84649,0,0,0,0,0,0,0,0,0,0,0
84650,0,0,0,0,0,0,0,0,0,0,0
84651,0,0,0,0,0,0,0,0,0,0,NULL
84652,0,0,0,0,0,0,0,0,0,0,NULL
84653,0,0,0,0,0,0,0,0,0,0,0
84654,1,1,1,1,1,1,1,1,1,1,NULL
84655,0,0,0,0,0,0,0,0,0,0,0
84656,0,0,0,0,0,0,0,0,0,0,0
84657,0,0,0,0,0,0,0,0,0,NULL,NULL
84658,0,0,0,0,0,0,0,0,0,0,0
84659,0,0,0,0,0,0,0,0,0,0,0
84660,0,0,0,0,0,0,0,0,NULL,NULL,NULL
84661,0,0,0,0,0,0,0,0,0,0,0
84662,0,0,0,0,0,0,0,0,0,NULL,NULL
84663,0,0,0,0,0,0,0,0,0,NULL,NULL
84664,0,0,0,0,0,0,0,0,0,0,0
84665,0,0,0,0,0,0,0,0,0,0,NULL
